,TM,cju_people,cju_congest,Origin
4413,2019070318,1323,N,力林傍亲
4414,2019070319,2112,N,力林傍亲
4415,2019070320,1694,N,力林傍亲
4416,2019070321,1768,N,力林傍亲
4417,2019070406,239,N,力林傍亲
4418,2019070407,632,N,力林傍亲
4419,2019070408,2095,N,力林傍亲
4420,2019070409,2183,N,力林傍亲
4421,2019070410,1847,N,力林傍亲
4422,2019070411,1784,N,力林傍亲
4423,2019070412,1554,N,力林傍亲
4424,2019070413,2547,Y,力林傍亲
4425,2019070414,1610,N,力林傍亲
4426,2019070415,1708,N,力林傍亲
4427,2019070416,2049,N,力林傍亲
4428,2019070417,2667,Y,力林傍亲
4429,2019070418,1419,N,力林傍亲
4430,2019070419,2514,Y,力林傍亲
4431,2019070420,2317,N,力林傍亲
4432,2019070421,1700,N,力林傍亲
4433,2019070506,324,N,力林傍亲
4434,2019070507,686,N,力林傍亲
4435,2019070508,2422,N,力林傍亲
4436,2019070509,2424,N,力林傍亲
4437,2019070510,1733,N,力林傍亲
4438,2019070511,1987,N,力林傍亲
4439,2019070512,1381,N,力林傍亲
4440,2019070513,2833,Y,力林傍亲
4441,2019070514,2070,N,力林傍亲
4442,2019070515,2307,N,力林傍亲
4443,2019070516,2648,Y,力林傍亲
4444,2019070517,2685,Y,力林傍亲
4445,2019070518,1477,N,力林傍亲
4446,2019070519,2362,N,力林傍亲
4447,2019070520,2426,N,力林傍亲
4448,2019070521,1858,N,力林傍亲
4449,2019070606,452,N,力林傍亲
4450,2019070607,783,N,力林傍亲
4451,2019070608,2931,Y,力林傍亲
4452,2019070609,2495,N,力林傍亲
4453,2019070610,1893,N,力林傍亲
4454,2019070611,2061,N,力林傍亲
4455,2019070612,1332,N,力林傍亲
4456,2019070613,2756,Y,力林傍亲
4457,2019070614,1573,N,力林傍亲
4458,2019070615,1792,N,力林傍亲
4459,2019070616,2087,N,力林傍亲
4460,2019070617,2413,N,力林傍亲
4461,2019070618,1448,N,力林傍亲
4462,2019070619,2297,N,力林傍亲
4463,2019070620,2342,N,力林傍亲
4464,2019070621,1842,N,力林傍亲
4465,2019070706,362,N,力林傍亲
4466,2019070707,519,N,力林傍亲
4467,2019070708,2683,Y,力林傍亲
4468,2019070709,2181,N,力林傍亲
4469,2019070710,1974,N,力林傍亲
4470,2019070711,2125,N,力林傍亲
4471,2019070712,1766,N,力林傍亲
4472,2019070713,2774,Y,力林傍亲
4473,2019070714,2112,N,力林傍亲
4474,2019070715,1940,N,力林傍亲
4475,2019070716,3113,Y,力林傍亲
4476,2019070717,3043,Y,力林傍亲
4477,2019070718,1793,N,力林傍亲
4478,2019070719,2778,Y,力林傍亲
4479,2019070720,2680,Y,力林傍亲
4480,2019070721,2390,N,力林傍亲
4481,2019070806,335,N,力林傍亲
4482,2019070807,886,N,力林傍亲
4483,2019070808,2881,Y,力林傍亲
4484,2019070809,2585,Y,力林傍亲
4485,2019070810,1710,N,力林傍亲
4486,2019070811,2014,N,力林傍亲
4487,2019070812,1509,N,力林傍亲
4488,2019070813,2795,Y,力林傍亲
4489,2019070814,1457,N,力林傍亲
4490,2019070815,2081,N,力林傍亲
4491,2019070816,2053,N,力林傍亲
4492,2019070817,2750,Y,力林傍亲
4493,2019070818,1363,N,力林傍亲
4494,2019070819,2386,N,力林傍亲
4495,2019070820,2186,N,力林傍亲
4496,2019070821,1608,N,力林傍亲
4497,2019070906,436,N,力林傍亲
4498,2019070907,632,N,力林傍亲
4499,2019070908,2302,N,力林傍亲
4500,2019070909,2117,N,力林傍亲
4501,2019070910,1748,N,力林傍亲
4502,2019070911,1947,N,力林傍亲
4503,2019070912,1487,N,力林傍亲
4504,2019070913,2662,Y,力林傍亲
4505,2019070914,1470,N,力林傍亲
4506,2019070915,2062,N,力林傍亲
4507,2019070916,2220,N,力林傍亲
4508,2019070917,2588,Y,力林傍亲
4509,2019070918,1214,N,力林傍亲
4510,2019070919,2826,Y,力林傍亲
4511,2019070920,2234,N,力林傍亲
4512,2019070921,1559,N,力林傍亲
4513,2019071006,362,N,力林傍亲
4514,2019071007,529,N,力林傍亲
4515,2019071008,1962,N,力林傍亲
4516,2019071009,1843,N,力林傍亲
4517,2019071010,1526,N,力林傍亲
4518,2019071011,1793,N,力林傍亲
4519,2019071012,1471,N,力林傍亲
4520,2019071013,2211,N,力林傍亲
4521,2019071014,1690,N,力林傍亲
4522,2019071015,1906,N,力林傍亲
4523,2019071016,2033,N,力林傍亲
4524,2019071017,2193,N,力林傍亲
4525,2019071018,1577,N,力林傍亲
4526,2019071019,2162,N,力林傍亲
4527,2019071020,1785,N,力林傍亲
4528,2019071021,1959,N,力林傍亲
4529,2019071106,292,N,力林傍亲
4530,2019071107,625,N,力林傍亲
4531,2019071108,2231,N,力林傍亲
4532,2019071109,2169,N,力林傍亲
4533,2019071110,1697,N,力林傍亲
4534,2019071111,1864,N,力林傍亲
4535,2019071112,1534,N,力林傍亲
4536,2019071113,2787,Y,力林傍亲
4537,2019071114,1442,N,力林傍亲
4538,2019071115,1859,N,力林傍亲
4539,2019071116,2012,N,力林傍亲
4540,2019071117,2487,N,力林傍亲
4541,2019071118,1348,N,力林傍亲
4542,2019071119,2307,N,力林傍亲
4543,2019071120,2219,N,力林傍亲
4544,2019071121,1548,N,力林傍亲
4545,2019071206,336,N,力林傍亲
4546,2019071207,621,N,力林傍亲
4547,2019071208,2439,N,力林傍亲
4548,2019071209,2267,N,力林傍亲
4549,2019071210,1598,N,力林傍亲
4550,2019071211,1880,N,力林傍亲
4551,2019071212,1229,N,力林傍亲
4552,2019071213,2537,Y,力林傍亲
4553,2019071214,1751,N,力林傍亲
4554,2019071215,2212,N,力林傍亲
4555,2019071216,2528,Y,力林傍亲
4556,2019071217,2563,Y,力林傍亲
4557,2019071218,1377,N,力林傍亲
4558,2019071219,2327,N,力林傍亲
4559,2019071220,2499,N,力林傍亲
4560,2019071221,1721,N,力林傍亲
4561,2019071306,466,N,力林傍亲
4562,2019071307,899,N,力林傍亲
4563,2019071308,2702,Y,力林傍亲
4564,2019071309,2574,Y,力林傍亲
4565,2019071310,1950,N,力林傍亲
4566,2019071311,2198,N,力林傍亲
4567,2019071312,1446,N,力林傍亲
4568,2019071313,2805,Y,力林傍亲
4569,2019071314,1571,N,力林傍亲
4570,2019071315,1766,N,力林傍亲
4571,2019071316,2069,N,力林傍亲
4572,2019071317,2647,Y,力林傍亲
4573,2019071318,1433,N,力林傍亲
4574,2019071319,2573,Y,力林傍亲
4575,2019071320,2389,N,力林傍亲
4576,2019071321,1823,N,力林傍亲
4577,2019071406,272,N,力林傍亲
4578,2019071407,545,N,力林傍亲
4579,2019071408,2623,Y,力林傍亲
4580,2019071409,2299,N,力林傍亲
4581,2019071410,1997,N,力林傍亲
4582,2019071411,1954,N,力林傍亲
4583,2019071412,1476,N,力林傍亲
4584,2019071413,2628,Y,力林傍亲
4585,2019071414,2078,N,力林傍亲
4586,2019071415,1924,N,力林傍亲
4587,2019071416,2939,Y,力林傍亲
4588,2019071417,2854,Y,力林傍亲
4589,2019071418,1640,N,力林傍亲
4590,2019071419,2785,Y,力林傍亲
4591,2019071420,2700,Y,力林傍亲
4592,2019071421,2178,N,力林傍亲
4593,2019071506,378,N,力林傍亲
4594,2019071507,870,N,力林傍亲
4595,2019071508,2871,Y,力林傍亲
4596,2019071509,2507,Y,力林傍亲
4597,2019071510,1847,N,力林傍亲
4598,2019071511,2149,N,力林傍亲
4599,2019071512,1674,N,力林傍亲
4600,2019071513,2785,Y,力林傍亲
4601,2019071514,1643,N,力林傍亲
4602,2019071515,2176,N,力林傍亲
4603,2019071516,2011,N,力林傍亲
4604,2019071517,2777,Y,力林傍亲
4605,2019071518,1494,N,力林傍亲
4606,2019071519,2405,N,力林傍亲
4607,2019071520,2342,N,力林傍亲
4608,2019071521,1712,N,力林傍亲
4609,2019071606,346,N,力林傍亲
4610,2019071607,642,N,力林傍亲
4611,2019071608,2398,N,力林傍亲
4612,2019071609,2426,N,力林傍亲
4613,2019071610,1998,N,力林傍亲
4614,2019071611,2066,N,力林傍亲
4615,2019071612,1528,N,力林傍亲
4616,2019071613,2590,Y,力林傍亲
4617,2019071614,1483,N,力林傍亲
4618,2019071615,1968,N,力林傍亲
4619,2019071616,2239,N,力林傍亲
4620,2019071617,2339,N,力林傍亲
4621,2019071618,1219,N,力林傍亲
4622,2019071619,2875,Y,力林傍亲
4623,2019071620,2397,N,力林傍亲
4624,2019071621,1625,N,力林傍亲
4625,2019071706,475,N,力林傍亲
4626,2019071707,639,N,力林傍亲
4627,2019071708,2517,Y,力林傍亲
4628,2019071709,2091,N,力林傍亲
4629,2019071710,1745,N,力林傍亲
4630,2019071711,2010,N,力林傍亲
4631,2019071712,1602,N,力林傍亲
4632,2019071713,2347,N,力林傍亲
4633,2019071714,1753,N,力林傍亲
4634,2019071715,2241,N,力林傍亲
4635,2019071716,1940,N,力林傍亲
4636,2019071717,2657,Y,力林傍亲
4637,2019071718,1480,N,力林傍亲
4638,2019071719,2331,N,力林傍亲
4639,2019071720,2007,N,力林傍亲
4640,2019071721,1888,N,力林傍亲
4641,2019071806,344,N,力林傍亲
4642,2019071807,823,N,力林傍亲
4643,2019071808,2506,Y,力林傍亲
4644,2019071809,2291,N,力林傍亲
4645,2019071810,1820,N,力林傍亲
4646,2019071811,1999,N,力林傍亲
4647,2019071812,1699,N,力林傍亲
4648,2019071813,2751,Y,力林傍亲
4649,2019071814,1619,N,力林傍亲
4650,2019071815,1790,N,力林傍亲
4651,2019071816,2070,N,力林傍亲
4652,2019071817,2504,Y,力林傍亲
4653,2019071818,1385,N,力林傍亲
4654,2019071819,2407,N,力林傍亲
4655,2019071820,2278,N,力林傍亲
4656,2019071821,1574,N,力林傍亲
4657,2019071906,422,N,力林傍亲
4658,2019071907,665,N,力林傍亲
4659,2019071908,2470,N,力林傍亲
4660,2019071909,2528,Y,力林傍亲
4661,2019071910,1767,N,力林傍亲
4662,2019071911,1930,N,力林傍亲
4663,2019071912,1475,N,力林傍亲
4664,2019071913,2382,N,力林傍亲
4665,2019071914,1783,N,力林傍亲
4666,2019071915,2022,N,力林傍亲
4667,2019071916,2343,N,力林傍亲
4668,2019071917,2304,N,力林傍亲
4669,2019071918,1300,N,力林傍亲
4670,2019071919,2140,N,力林傍亲
4671,2019071920,2224,N,力林傍亲
4672,2019071921,1694,N,力林傍亲
4673,2019072006,280,N,力林傍亲
4674,2019072007,405,N,力林傍亲
4675,2019072008,2239,N,力林傍亲
4676,2019072009,1783,N,力林傍亲
4677,2019072010,1158,N,力林傍亲
4678,2019072011,1315,N,力林傍亲
4679,2019072012,1013,N,力林傍亲
4680,2019072013,2538,Y,力林傍亲
4681,2019072014,1566,N,力林傍亲
4682,2019072015,1620,N,力林傍亲
4683,2019072016,1800,N,力林傍亲
4684,2019072017,2248,N,力林傍亲
4685,2019072018,1313,N,力林傍亲
4686,2019072019,2277,N,力林傍亲
4687,2019072020,1877,N,力林傍亲
4688,2019072021,1570,N,力林傍亲
4689,2019072106,468,N,力林傍亲
4690,2019072107,691,N,力林傍亲
4691,2019072108,2939,Y,力林傍亲
4692,2019072109,2255,N,力林傍亲
4693,2019072110,1891,N,力林傍亲
4694,2019072111,1697,N,力林傍亲
4695,2019072112,1419,N,力林傍亲
4696,2019072113,2310,N,力林傍亲
4697,2019072114,1611,N,力林傍亲
4698,2019072115,1574,N,力林傍亲
4699,2019072116,2303,N,力林傍亲
4700,2019072117,2441,N,力林傍亲
4701,2019072118,1348,N,力林傍亲
4702,2019072119,2231,N,力林傍亲
4703,2019072120,1938,N,力林傍亲
4704,2019072121,1716,N,力林傍亲
4705,2019072206,255,N,力林傍亲
4706,2019072207,702,N,力林傍亲
4707,2019072208,2611,Y,力林傍亲
4708,2019072209,2259,N,力林傍亲
4709,2019072210,1454,N,力林傍亲
4710,2019072211,1698,N,力林傍亲
4711,2019072212,1301,N,力林傍亲
4712,2019072213,2189,N,力林傍亲
4713,2019072214,1197,N,力林傍亲
4714,2019072215,1813,N,力林傍亲
4715,2019072216,1492,N,力林傍亲
4716,2019072217,2134,N,力林傍亲
4717,2019072218,1233,N,力林傍亲
4718,2019072219,1902,N,力林傍亲
4719,2019072220,1745,N,力林傍亲
4720,2019072221,1459,N,力林傍亲
4721,2019072306,400,N,力林傍亲
4722,2019072307,659,N,力林傍亲
4723,2019072308,2567,Y,力林傍亲
4724,2019072309,2196,N,力林傍亲
4725,2019072310,1806,N,力林傍亲
4726,2019072311,1913,N,力林傍亲
4727,2019072312,1445,N,力林傍亲
4728,2019072313,2340,N,力林傍亲
4729,2019072314,1382,N,力林傍亲
4730,2019072315,1741,N,力林傍亲
4731,2019072316,2223,N,力林傍亲
4732,2019072317,2370,N,力林傍亲
4733,2019072318,1183,N,力林傍亲
4734,2019072319,2745,Y,力林傍亲
4735,2019072320,2174,N,力林傍亲
4736,2019072321,1619,N,力林傍亲
4737,2019072406,321,N,力林傍亲
4738,2019072407,549,N,力林傍亲
4739,2019072408,2518,Y,力林傍亲
4740,2019072409,1945,N,力林傍亲
4741,2019072410,1677,N,力林傍亲
4742,2019072411,1974,N,力林傍亲
4743,2019072412,1611,N,力林傍亲
4744,2019072413,2374,N,力林傍亲
4745,2019072414,1687,N,力林傍亲
4746,2019072415,2297,N,力林傍亲
4747,2019072416,2245,N,力林傍亲
4748,2019072417,2649,Y,力林傍亲
4749,2019072418,1482,N,力林傍亲
4750,2019072419,2304,N,力林傍亲
4751,2019072420,2191,N,力林傍亲
4752,2019072421,1928,N,力林傍亲
4753,2019072506,299,N,力林傍亲
4754,2019072507,786,N,力林傍亲
4755,2019072508,2622,Y,力林傍亲
4756,2019072509,2276,N,力林傍亲
4757,2019072510,1898,N,力林傍亲
4758,2019072511,2180,N,力林傍亲
4759,2019072512,1772,N,力林傍亲
4760,2019072513,2730,Y,力林傍亲
4761,2019072514,1763,N,力林傍亲
4762,2019072515,1927,N,力林傍亲
4763,2019072516,2061,N,力林傍亲
4764,2019072517,2897,Y,力林傍亲
4765,2019072518,1449,N,力林傍亲
4766,2019072519,2514,Y,力林傍亲
4767,2019072520,2287,N,力林傍亲
4768,2019072521,1661,N,力林傍亲
4769,2019072606,396,N,力林傍亲
4770,2019072607,632,N,力林傍亲
4771,2019072608,2592,Y,力林傍亲
4772,2019072609,2527,Y,力林傍亲
4773,2019072610,1903,N,力林傍亲
4774,2019072611,2092,N,力林傍亲
4775,2019072612,1695,N,力林傍亲
4776,2019072613,2432,N,力林傍亲
4777,2019072614,1758,N,力林傍亲
4778,2019072615,2130,N,力林傍亲
4779,2019072616,2200,N,力林傍亲
4780,2019072617,2710,Y,力林傍亲
4781,2019072618,1489,N,力林傍亲
4782,2019072619,2364,N,力林傍亲
4783,2019072620,2454,N,力林傍亲
4784,2019072621,1735,N,力林傍亲
4785,2019072706,390,N,力林傍亲
4786,2019072707,628,N,力林傍亲
4787,2019072708,2945,Y,力林傍亲
4788,2019072709,2547,Y,力林傍亲
4789,2019072710,1925,N,力林傍亲
4790,2019072711,2008,N,力林傍亲
4791,2019072712,1503,N,力林傍亲
4792,2019072713,2716,Y,力林傍亲
4793,2019072714,1608,N,力林傍亲
4794,2019072715,1914,N,力林傍亲
4795,2019072716,2161,N,力林傍亲
4796,2019072717,2443,N,力林傍亲
4797,2019072718,1376,N,力林傍亲
4798,2019072719,2384,N,力林傍亲
4799,2019072720,2275,N,力林傍亲
4800,2019072721,1654,N,力林傍亲
4801,2019072806,281,N,力林傍亲
4802,2019072807,499,N,力林傍亲
4803,2019072808,2388,N,力林傍亲
4804,2019072809,1889,N,力林傍亲
4805,2019072810,1734,N,力林傍亲
4806,2019072811,1878,N,力林傍亲
4807,2019072812,1637,N,力林傍亲
4808,2019072813,2500,Y,力林傍亲
4809,2019072814,2062,N,力林傍亲
4810,2019072815,1921,N,力林傍亲
4811,2019072816,3096,Y,力林傍亲
4812,2019072817,2883,Y,力林傍亲
4813,2019072818,1637,N,力林傍亲
4814,2019072819,2706,Y,力林傍亲
4815,2019072820,2726,Y,力林傍亲
4816,2019072821,2227,N,力林傍亲
4817,2019072906,190,N,力林傍亲
4818,2019072907,742,N,力林傍亲
4819,2019072908,2189,N,力林傍亲
4820,2019072909,2053,N,力林傍亲
4821,2019072910,1443,N,力林傍亲
4822,2019072911,1852,N,力林傍亲
4823,2019072912,1381,N,力林傍亲
4824,2019072913,2381,N,力林傍亲
4825,2019072914,1399,N,力林傍亲
4826,2019072915,2180,N,力林傍亲
4827,2019072916,2077,N,力林傍亲
4828,2019072917,2696,Y,力林傍亲
4829,2019072918,1397,N,力林傍亲
4830,2019072919,2478,N,力林傍亲
4831,2019072920,2008,N,力林傍亲
4832,2019072921,1606,N,力林傍亲
4833,2019073006,268,N,力林傍亲
4834,2019073007,501,N,力林傍亲
4835,2019073008,1941,N,力林傍亲
4836,2019073009,1790,N,力林傍亲
4837,2019073010,1607,N,力林傍亲
4838,2019073011,1825,N,力林傍亲
4839,2019073012,1415,N,力林傍亲
4840,2019073013,2887,Y,力林傍亲
4841,2019073014,1559,N,力林傍亲
4842,2019073015,2140,N,力林傍亲
4843,2019073016,2586,Y,力林傍亲
4844,2019073017,2872,Y,力林傍亲
4845,2019073018,1302,N,力林傍亲
4846,2019073019,3079,Y,力林傍亲
4847,2019073020,2483,N,力林傍亲
4848,2019073021,1707,N,力林傍亲
4849,2019073106,341,N,力林傍亲
4850,2019073107,595,N,力林傍亲
4851,2019073108,2643,Y,力林傍亲
4852,2019073109,1872,N,力林傍亲
4853,2019073110,1849,N,力林傍亲
4854,2019073111,2080,N,力林傍亲
4855,2019073112,1731,N,力林傍亲
4856,2019073113,2601,Y,力林傍亲
4857,2019073114,1820,N,力林傍亲
4858,2019073115,2707,Y,力林傍亲
4859,2019073116,2597,Y,力林傍亲
4860,2019073117,3042,Y,力林傍亲
4861,2019073118,1638,N,力林傍亲
4862,2019073119,2670,Y,力林傍亲
4863,2019073120,2404,N,力林傍亲
4864,2019073121,2033,N,力林傍亲
4865,2019080106,199,N,力林傍亲
4866,2019080107,668,N,力林傍亲
4867,2019080108,2198,N,力林傍亲
4868,2019080109,1986,N,力林傍亲
4869,2019080110,1868,N,力林傍亲
4870,2019080111,2023,N,力林傍亲
4871,2019080112,1715,N,力林傍亲
4872,2019080113,2841,Y,力林傍亲
4873,2019080114,1723,N,力林傍亲
4874,2019080115,2210,N,力林傍亲
4875,2019080116,2242,N,力林傍亲
4876,2019080117,2806,Y,力林傍亲
4877,2019080118,1468,N,力林傍亲
4878,2019080119,2515,Y,力林傍亲
4879,2019080120,2206,N,力林傍亲
4880,2019080121,1637,N,力林傍亲
4881,2019080206,241,N,力林傍亲
4882,2019080207,589,N,力林傍亲
4883,2019080208,2524,Y,力林傍亲
4884,2019080209,2462,N,力林傍亲
4885,2019080210,2066,N,力林傍亲
4886,2019080211,2049,N,力林傍亲
4887,2019080212,1656,N,力林傍亲
4888,2019080213,2590,Y,力林傍亲
4889,2019080214,2032,N,力林傍亲
4890,2019080215,2478,N,力林傍亲
4891,2019080216,2873,Y,力林傍亲
4892,2019080217,3355,Y,力林傍亲
4893,2019080218,1588,N,力林傍亲
4894,2019080219,2590,Y,力林傍亲
4895,2019080220,2915,Y,力林傍亲
4896,2019080221,1974,N,力林傍亲
4897,2019080306,382,N,力林傍亲
4898,2019080307,910,N,力林傍亲
4899,2019080308,3035,Y,力林傍亲
4900,2019080309,2741,Y,力林傍亲
4901,2019080310,2236,N,力林傍亲
4902,2019080311,2616,Y,力林傍亲
4903,2019080312,1955,N,力林傍亲
4904,2019080313,3530,Y,力林傍亲
4905,2019080314,1747,N,力林傍亲
4906,2019080315,2546,Y,力林傍亲
4907,2019080316,2756,Y,力林傍亲
4908,2019080317,3065,Y,力林傍亲
4909,2019080318,1901,N,力林傍亲
4910,2019080319,2995,Y,力林傍亲
4911,2019080320,2745,Y,力林傍亲
4912,2019080321,2064,N,力林傍亲
4913,2019080406,523,N,力林傍亲
4914,2019080407,910,N,力林傍亲
4915,2019080408,3429,Y,力林傍亲
4916,2019080409,3044,Y,力林傍亲
4917,2019080410,2328,N,力林傍亲
4918,2019080411,2108,N,力林傍亲
4919,2019080412,2171,N,力林傍亲
4920,2019080413,3014,Y,力林傍亲
4921,2019080414,2383,N,力林傍亲
4922,2019080415,1968,N,力林傍亲
4923,2019080416,3057,Y,力林傍亲
4924,2019080417,2844,Y,力林傍亲
4925,2019080418,1641,N,力林傍亲
4926,2019080419,2790,Y,力林傍亲
4927,2019080420,2596,Y,力林傍亲
4928,2019080421,2260,N,力林傍亲
4929,2019080506,394,N,力林傍亲
4930,2019080507,1081,N,力林傍亲
4931,2019080508,3207,Y,力林傍亲
4932,2019080509,3030,Y,力林傍亲
4933,2019080510,2088,N,力林傍亲
4934,2019080511,2464,N,力林傍亲
4935,2019080512,2113,N,力林傍亲
4936,2019080513,3297,Y,力林傍亲
4937,2019080514,1735,N,力林傍亲
4938,2019080515,2515,Y,力林傍亲
4939,2019080516,2420,N,力林傍亲
4940,2019080517,3259,Y,力林傍亲
4941,2019080518,1618,N,力林傍亲
4942,2019080519,2686,Y,力林傍亲
4943,2019080520,2494,N,力林傍亲
4944,2019080521,1942,N,力林傍亲
4945,2019080606,573,N,力林傍亲
4946,2019080607,880,N,力林傍亲
4947,2019080608,3155,Y,力林傍亲
4948,2019080609,2775,Y,力林傍亲
4949,2019080610,2311,N,力林傍亲
4950,2019080611,2624,Y,力林傍亲
4951,2019080612,1919,N,力林傍亲
4952,2019080613,3255,Y,力林傍亲
4953,2019080614,1649,N,力林傍亲
4954,2019080615,2192,N,力林傍亲
4955,2019080616,2492,N,力林傍亲
4956,2019080617,2943,Y,力林傍亲
4957,2019080618,1325,N,力林傍亲
4958,2019080619,2904,Y,力林傍亲
4959,2019080620,2499,N,力林傍亲
4960,2019080621,1583,N,力林傍亲
4961,2019080706,429,N,力林傍亲
4962,2019080707,996,N,力林傍亲
4963,2019080708,3566,Y,力林傍亲
4964,2019080709,2463,N,力林傍亲
4965,2019080710,1881,N,力林傍亲
4966,2019080711,2275,N,力林傍亲
4967,2019080712,2046,N,力林傍亲
4968,2019080713,2843,Y,力林傍亲
4969,2019080714,1749,N,力林傍亲
4970,2019080715,2411,N,力林傍亲
4971,2019080716,2379,N,力林傍亲
4972,2019080717,2928,Y,力林傍亲
4973,2019080718,1588,N,力林傍亲
4974,2019080719,2619,Y,力林傍亲
4975,2019080720,2427,N,力林傍亲
4976,2019080721,2118,N,力林傍亲
4977,2019080806,400,N,力林傍亲
4978,2019080807,879,N,力林傍亲
4979,2019080808,3097,Y,力林傍亲
4980,2019080809,2748,Y,力林傍亲
4981,2019080810,2066,N,力林傍亲
4982,2019080811,2233,N,力林傍亲
4983,2019080812,1986,N,力林傍亲
4984,2019080813,2920,Y,力林傍亲
4985,2019080814,1648,N,力林傍亲
4986,2019080815,1979,N,力林傍亲
4987,2019080816,2175,N,力林傍亲
4988,2019080817,2874,Y,力林傍亲
4989,2019080818,1500,N,力林傍亲
4990,2019080819,2593,Y,力林傍亲
4991,2019080820,2399,N,力林傍亲
4992,2019080821,1629,N,力林傍亲
4993,2019080906,390,N,力林傍亲
4994,2019080907,777,N,力林傍亲
4995,2019080908,2957,Y,力林傍亲
4996,2019080909,2742,Y,力林傍亲
4997,2019080910,2189,N,力林傍亲
4998,2019080911,2102,N,力林傍亲
4999,2019080912,1792,N,力林傍亲
5000,2019080913,2640,Y,力林傍亲
5001,2019080914,1983,N,力林傍亲
5002,2019080915,2247,N,力林傍亲
5003,2019080916,2499,N,力林傍亲
5004,2019080917,3235,Y,力林傍亲
5005,2019080918,1613,N,力林傍亲
5006,2019080919,2587,Y,力林傍亲
5007,2019080920,2749,Y,力林傍亲
5008,2019080921,1867,N,力林傍亲
5009,2019081006,506,N,力林傍亲
5010,2019081007,946,N,力林傍亲
5011,2019081008,3080,Y,力林傍亲
5012,2019081009,2691,Y,力林傍亲
5013,2019081010,2131,N,力林傍亲
5014,2019081011,2372,N,力林傍亲
5015,2019081012,1807,N,力林傍亲
5016,2019081013,3116,Y,力林傍亲
5017,2019081014,1588,N,力林傍亲
5018,2019081015,1919,N,力林傍亲
5019,2019081016,2590,Y,力林傍亲
5020,2019081017,2916,Y,力林傍亲
5021,2019081018,1775,N,力林傍亲
5022,2019081019,2870,Y,力林傍亲
5023,2019081020,2593,Y,力林傍亲
5024,2019081021,2023,N,力林傍亲
5025,2019081106,311,N,力林傍亲
5026,2019081107,889,N,力林傍亲
5027,2019081108,3002,Y,力林傍亲
5028,2019081109,2715,Y,力林傍亲
5029,2019081110,2067,N,力林傍亲
5030,2019081111,1978,N,力林傍亲
5031,2019081112,2112,N,力林傍亲
5032,2019081113,2963,Y,力林傍亲
5033,2019081114,2188,N,力林傍亲
5034,2019081115,1969,N,力林傍亲
5035,2019081116,3008,Y,力林傍亲
5036,2019081117,2868,Y,力林傍亲
5037,2019081118,1641,N,力林傍亲
5038,2019081119,2794,Y,力林傍亲
5039,2019081120,2531,Y,力林傍亲
5040,2019081121,2263,N,力林傍亲
5041,2019081206,319,N,力林傍亲
5042,2019081207,894,N,力林傍亲
5043,2019081208,3011,Y,力林傍亲
5044,2019081209,2549,Y,力林傍亲
5045,2019081210,1938,N,力林傍亲
5046,2019081211,2146,N,力林傍亲
5047,2019081212,1843,N,力林傍亲
5048,2019081213,2766,Y,力林傍亲
5049,2019081214,1392,N,力林傍亲
5050,2019081215,2024,N,力林傍亲
5051,2019081216,1746,N,力林傍亲
5052,2019081217,2514,Y,力林傍亲
5053,2019081218,1371,N,力林傍亲
5054,2019081219,2090,N,力林傍亲
5055,2019081220,1878,N,力林傍亲
5056,2019081221,1634,N,力林傍亲
5057,2019081306,436,N,力林傍亲
5058,2019081307,705,N,力林傍亲
5059,2019081308,2458,N,力林傍亲
5060,2019081309,2083,N,力林傍亲
5061,2019081310,1832,N,力林傍亲
5062,2019081311,2136,N,力林傍亲
5063,2019081312,1518,N,力林傍亲
5064,2019081313,2761,Y,力林傍亲
5065,2019081314,1440,N,力林傍亲
5066,2019081315,1904,N,力林傍亲
5067,2019081316,2250,N,力林傍亲
5068,2019081317,2495,N,力林傍亲
5069,2019081318,1304,N,力林傍亲
5070,2019081319,2611,Y,力林傍亲
5071,2019081320,2363,N,力林傍亲
5072,2019081321,1580,N,力林傍亲
5073,2019081406,373,N,力林傍亲
5074,2019081407,645,N,力林傍亲
5075,2019081408,3100,Y,力林傍亲
5076,2019081409,2364,N,力林傍亲
5077,2019081410,1950,N,力林傍亲
5078,2019081411,2233,N,力林傍亲
5079,2019081412,1978,N,力林傍亲
5080,2019081413,2859,Y,力林傍亲
5081,2019081414,1804,N,力林傍亲
5082,2019081415,2355,N,力林傍亲
5083,2019081416,2341,N,力林傍亲
5084,2019081417,2961,Y,力林傍亲
5085,2019081418,1614,N,力林傍亲
5086,2019081419,2646,Y,力林傍亲
5087,2019081420,2488,N,力林傍亲
5088,2019081421,2130,N,力林傍亲
5089,2019081506,265,N,力林傍亲
5090,2019081507,771,N,力林傍亲
5091,2019081508,2811,Y,力林傍亲
5092,2019081509,2432,N,力林傍亲
5093,2019081510,2191,N,力林傍亲
5094,2019081511,2173,N,力林傍亲
5095,2019081512,1816,N,力林傍亲
5096,2019081513,3102,Y,力林傍亲
5097,2019081514,2040,N,力林傍亲
5098,2019081515,1967,N,力林傍亲
5099,2019081516,2094,N,力林傍亲
5100,2019081517,2763,Y,力林傍亲
5101,2019081518,1462,N,力林傍亲
5102,2019081519,2366,N,力林傍亲
5103,2019081520,2363,N,力林傍亲
5104,2019081521,1635,N,力林傍亲
5105,2019081606,343,N,力林傍亲
5106,2019081607,653,N,力林傍亲
5107,2019081608,2758,Y,力林傍亲
